label,sentence
1,sounds good. RECOMMEND Cars (2006)
1,ok. RECOMMEND Prime Cut (1972)
1,fantasy drama. RECOMMEND Big Fish (2003)
1,sure. RECOMMEND Scooby-Doo (2002)
1,I think it's ok if I've already seen it! If you have anything back to the future I might really like it anyway.. RECOMMEND Back to the Future Part II (1989)
1,I haven't seen any with her lately, but I might enjoy it if it's a sci-fi or adventure classic. RECOMMEND Hackers (1995)
1,COMEDY!!!!!!!!!!!!!!!!!!!!. RECOMMEND Father of the Bride (1991)
1,comedy. RECOMMEND Tromeo and Juliet (1996)
1,suggested. RECOMMEND Harry Potter and the Chamber of Secrets (2002)
1,comedy. RECOMMEND Monsters, Inc. (2001)
1,comedy. RECOMMEND Ask the Dust (2006)
0,I like war movies, action, crime, westerns, thrillers, dramas, all sorts of stuff. I like films with big time actors and directors.. RECOMMEND Forrest Gump (1994)
1,sounds like it would be a good comedy drama. RECOMMEND Schindler's List (1993)
1,either one is good I like Tom hanks or sally fields. RECOMMEND Life (2017)
1,It has neo-noir and sci-fi elements, is directed by one of my favorite directors.. RECOMMEND Braveheart (1995)
1,I like Ridley Scott, Robert Zemeckis, Christopher Nolan, John Lasseter, and Steven Spielberg.. RECOMMEND Minority Report (2002)
1,I hate love stories. I'm a male these types of flicks are mostly for females.. RECOMMEND Pulp Fiction (1994)
0,Anything that doesn't have to do love. I hate all that sappy stuff.. RECOMMEND Stripes (1981)
0,It's too old. I want something a little more modern.. RECOMMEND Bull Durham (1988)
1,Back The The Future Part II. RECOMMEND E.T. the Extra-Terrestrial (1982)
1,What about an 80's sci-fi comedy?. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,I want to watch an older comedy movie. RECOMMEND Airplane! (1980)
1,Sure, I would like to see it.. RECOMMEND Stripes (1981)
1,Yes, please show me.. RECOMMEND Die Hard (1988)
1,Oh, everything from drama to animated adventures to action comedy. I tend to prefer 80s movies. RECOMMEND Indiana Jones and the Temple of Doom (1984)
0,I've liked other Indiana Jones movies.. RECOMMEND Shrek (2001)
1,dramas mostly. epic films from the 90s. RECOMMEND American History X (1998)
1,lol, love him. RECOMMEND Schindler's List (1993)
0,ok. RECOMMEND Gandhi (1982)
1,I sort of like comedies and thrillers. RECOMMEND Casino (1995)
1,I like crime dramas.. RECOMMEND True Romance (1993)
0,I like scorsese as a director and edward norton, tom hanks, brad pitt as actors. RECOMMEND P.S. I Love You (2007)
0,no, not usually. RECOMMEND One Day (2011)
0,I love 90s movies, so I would want to stick with that.. RECOMMEND Good Will Hunting (1997)
1,I like Tommy Lee Jones movies. RECOMMEND Reservoir Dogs (1992)
1,Tom Hanks, Brad Pitt , Martin Scorcese Movies. RECOMMEND No Country for Old Men (2007)
1,Not much, I like Matt Damon, Kevin Spacey, Jodie Foster.... RECOMMEND Eternal Sunshine of the Spotless Mind (2004)
1,Ok. RECOMMEND L.A. Confidential (1997)
1,This seems like it fits close enough to the sort of dramas I enjoy. RECOMMEND Fight Club (1999)
1,I dont like docudramas. RECOMMEND Groundhog Day (1993)
1,I like fantasy movies. RECOMMEND Aliens (1986)
0,ok great. RECOMMEND Apollo 13 (1995)
1,Maybe what is it, let's see it!. RECOMMEND Manhattan (1979)
1,I love the cast. RECOMMEND Her (2013)
1,I like comedies and different forms of it. Wes Anderson is someone I like. and Kevin Smith. RECOMMEND In Bruges (2008)
1,How about the comedy drama. RECOMMEND Life Stinks (1991)
1,I like comedy and drama and 90s films. RECOMMEND Apollo 13 (1995)
1,I think I may like the sci fi film. I did llike the movie Gattaca so amaybe that will work. RECOMMEND Minority Report (2002)
0,The movie does seem to have a crime premise to it and it's not too gritty, just something light. RECOMMEND Top Gun (1986)
1,ok show me the action thriller. RECOMMEND K-9 (1989)
1,I thought so too! I think I would like satire more, yes.. RECOMMEND Blazing Saddles (1974)
0,Not really. I like diversity.. RECOMMEND It's a Disaster (2012)
1,I do actually. RECOMMEND Traffic (2000)
1,It seems goofy, fun, and hilarious.. RECOMMEND Being John Malkovich (1999)
1,It doesn't seem like something I would enjoy. RECOMMEND Reservoir Dogs (1992)
1,I think a crime film would be good to start out with, then we can adjust from there.. RECOMMEND Reservoir Dogs (1992)
1,A horror movie with Sigourney Weaver sounds good. RECOMMEND Die Hard (1988)
0,Drama starring Robin Williams is something I think I would enjoy. RECOMMEND Side Out (1990)
1,Action movies never fail to be a hit with me. RECOMMEND Braveheart (1995)
1,I love action movies and thrillers are great too. RECOMMEND Aliens (1986)
1,Absolutely love drama and that time period as well. RECOMMEND Dead Poets Society (1989)
1,That might work. RECOMMEND Shrek 2 (2004)
1,Seems a bit like Finding Nemo, which I liked. RECOMMEND Toy Story (1995)
0,I like that too but probably the least. I'm a big fan of Tarantino as well.. RECOMMEND Goodfellas (1990)
1,I like comedies and drama. RECOMMEND Pi (1998)
1,I like comedy films. RECOMMEND American Beauty (1999)
1,I like comedy. RECOMMEND High Fidelity (2000)
1,I think Id like the thriller aspect of it. RECOMMEND Gentlemen Broncos (2009)
1,Hello! I am looking for movie recommendations! I like comedies a lot and most of my tastes fall in the late 90s. RECOMMEND Wayne's World (1992)
1,Arnold Schwarzenegger is one of my favorite actors!. RECOMMEND True Lies (1994)
1,I enjoyed Back to the Future, so I should enjoy the sequel.. RECOMMEND There's Something About Mary (1998)
1,Yes, but I would prefer animated movies if you have any.. RECOMMEND Jurassic Park (1993)
1,For sci-fi, I like movies from the 80's.. RECOMMEND Back to the Future Part III (1990)
1,Because its a comedy film that is based around unreal conditions and I have liked that type of movie in the past. RECOMMEND Back to the Future Part III (1990)
1,That sounds alright. I might should add I really enjoy anything to do with technology and based in the 80s and early 90s. RECOMMEND Groundhog Day (1993)
1,I always did want to see this one. :). RECOMMEND Forrest Gump (1994)
1,Looks like a good one. RECOMMEND Star Trek (2009)
1,Sounds interesting. RECOMMEND Happy Birthday to Me (1981)
1,There's a classic.. RECOMMEND Gran Torino (2008)
1,Many favorites. DiCaprio, Gibson, De Niro. RECOMMEND The Butterfly Effect (2004)
1,Sci Fi is great, too!. RECOMMEND Blade Runner (1982)
1,It's science-fiction which I like a lot. RECOMMEND Watchmen (2009)
1,The James Cameron one sounds like it might be good. RECOMMEND Avatar (2009)
1,The Christopher Nolan one sounds awesome. RECOMMEND Memento (2000)
1,Sounds interesting!. RECOMMEND Awakenings (1990)
1,It sounds like something I would like.. RECOMMEND Schindler's List (1993)
1,I have seen a movie called Alien, is Aliens the sequel. RECOMMEND Aliens (1986)
1,a 1995 epic historical drama war film directed by and starring Mel Gibson. RECOMMEND Braveheart (1995)
1,I prefer fiction unless it is a documentary about cities.. RECOMMEND Apollo 13 (1995)
1,Not really. RECOMMEND Four Weddings and a Funeral (1994)
1,Yes. RECOMMEND Apollo 13 (1995)
1,That might work.. RECOMMEND Pulp Fiction (1994)
1,I love comedy drama. RECOMMEND Hot Fuzz (2007)
1,I really love British comedy. RECOMMEND O Brother, Where Art Thou? (2000)
1,Not really. RECOMMEND Seeking a Friend for the End of the World (2012)
1,It was another comedy and I do like comedy. RECOMMEND Despicable Me (2010)
1,Another comedy so maybe this is it. RECOMMEND Scott Pilgrim vs. the World (2010)
1,its another american comedy film. I liked them in the past so i think i would enjoy it.. RECOMMEND O Brother, Where Art Thou? (2000)
1,Adventure comedy sound fun to me. I enjoy dramatic comedies after all.. RECOMMEND Donnie Darko (2001)
1,Hello,I was hoping you could help me find a movie i could enjoy watching. I enjoy memoirs, american romantic films, and comedy-drama films.. RECOMMEND Juno (2007)
1,I do enjoy american comedy films and dramas. So the best of both worlds.. RECOMMEND Office Space (1999)
1,I am looking for a movie to see. I like action movies like Aliens and Escape from New York and family movies like back to the furture.. RECOMMEND Back to the Future Part III (1990)
1,I really liked the first one and it is right up my ally. i think I would love this movie. RECOMMEND Alien (1979)
1,I love westerns.. RECOMMEND Dances with Wolves (1990)
1,I might find musical comedy really great. RECOMMEND Live Forever (2003)
1,comedy. RECOMMEND Joe's Apartment (1996)
1,yeah lets try a drama. RECOMMEND Schindler's List (1993)
1,My friend told me a long time ago that I would not like it.. RECOMMEND American History X (1998)
1,I like him. He is a good actor.. RECOMMEND Shutter Island (2010)
0,It is not one of his best movies.. RECOMMEND Minnie and Moskowitz (1971)
0,I like him as an actor, yes.. RECOMMEND Whatever Works (2009)
1,Yes. RECOMMEND Stardust Memories (1980)
1,Yes, we can try it.. RECOMMEND Singin' in the Rain (1952)
1,Just a wide variety. I do like films ranging from the late 70s to 2000s. RECOMMEND Goodfellas (1990)
1,i might. RECOMMEND Reservoir Dogs (1992)
1,war. RECOMMEND Being John Malkovich (1999)
1,I'm looking for a recommendation. I really like comedy-dramas, and sometime watch romance movies and dramas.. RECOMMEND Little Miss Sunshine (2006)
1,Love Tarantino movies for sure.. RECOMMEND Reservoir Dogs (1992)
1,It has my favorite actior. RECOMMEND Braveheart (1995)
1,I love Tom Hanks! He is an amazing actor.. RECOMMEND Apollo 13 (1995)
1,I can try it.. RECOMMEND Groundhog Day (1993)
1,Yeah i find those films super interesting, i'd be down to see one.. RECOMMEND Blade Runner (1982)
1,Yup, sounds like Alien, i absolutely love that movie!. RECOMMEND Altered (2006)
1,70s Spielberg actino is up my alley and I like thrillers.. RECOMMEND Die Hard (1988)
1,Not a big fan of comedies.. RECOMMEND Jaws (1975)
1,I like this. RECOMMEND Die Hard (1988)
1,Actor Mel Gibson, Director Quentin Tarantino. RECOMMEND Indiana Jones and the Temple of Doom (1984)
1,Ethan Coen, Dennis Dugan, Wes Craven. RECOMMEND Scream 2 (1997)
1,crime film. RECOMMEND Tommy Boy (1995)
1,Wes Craven. RECOMMEND Reservoir Dogs (1992)
1,I like movies from the 2010s best, but 2000s are okay too.. RECOMMEND Iron Man 3 (2013)
0,yes, comedy!. RECOMMEND Lost in Translation (2003)
0,sure. RECOMMEND Fargo (1996)
0,why not?. RECOMMEND Elizabeth (1998)
1,drama, action, comedy. RECOMMEND Good Will Hunting (1997)
1,I like crime!. RECOMMEND Reservoir Dogs (1992)
1,Possibly. Let's give it a try.. RECOMMEND Inglourious Basterds (2009)
1,I really like thrillers.. RECOMMEND Goodfellas (1990)
1,Not really, but he is funny I guess. I like movies with a variety of actors.. RECOMMEND Living Out Loud (1998)
1,Early 80s era. RECOMMEND Aliens (1986)
0,What movie would you recommend?. RECOMMEND Gandhi (1982)
0,I have seen that movie already. Do you have anything else you could recommend?. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,I like action movies, especially Marvel films.. RECOMMEND X-Men (2000)
1,Yeah, spiderman movies I like.. RECOMMEND Spider-Man 2 (2004)
1,indie film. RECOMMEND Her (2013)
1,Yes. RECOMMEND Clerks (1994)
1,indie film. RECOMMEND American Beauty (1999)
1,comedy. RECOMMEND Being John Malkovich (1999)
1,Hi, do you have any movie recommendations that are aniimated like Toy Story or sci-fi like Alien?. RECOMMEND Aliens (1986)
1,Hello I'm looking for a movie to watch tonight. Nothing deep, maybe a superhero movie, with some humor and action. Something like Iron Man 2 perhaps?. RECOMMEND Hellboy (2004)
1,This sounds like a high octane fun but easy going movie.. RECOMMEND Iron Man 3 (2013)
1,Cuz the choices are being Limited. RECOMMEND Alien (1979)
1,I like science fiction too. RECOMMEND Scanners (1981)
1,Science fiction related I like science fiction. RECOMMEND Hellraiser (1987)
1,I'm basically open do any really. RECOMMEND Airplane! (1980)
1,I like things from the mid 80's and also things from 2005-2010. There are all types of actors.. RECOMMEND Alien (1979)
1,Yes I sure do. Love Hitchcock, Agatha Christie etc. RECOMMEND North by Northwest (1959)
1,I think I'm looking for something a little more serious.. RECOMMEND Schindler's List (1993)
1,About half and half unfortunately. Even the lesser known ones seems to have mainstream actors, though.. RECOMMEND Boys on the Side (1995)
0,I like silly comedy-dramas.. RECOMMEND Envy (2004)
1,i also liked a science fiction movie. RECOMMEND True Lies (1994)
1,i like american crime. RECOMMEND Under Siege (1992)
1,reeves, bullock, costner, dillon, kevin bacon, nick cage, and travolta. RECOMMEND Clear and Present Danger (1994)
1,I love action. RECOMMEND Stargate (1994)
1,i like action thrillers. RECOMMEND Natural Born Killers (1994)
1,Yes and also James Cameron. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,I also like comedy. RECOMMEND As Good as It Gets (1997)
1,Hi! I need a movie recommendation. I am interested in science fiction primarily. RECOMMEND Jurassic Park (1993)
1,I like omedy. RECOMMEND Schindler's List (1993)
1,I enjoyed all of the films with him that I have seen.. RECOMMEND Apollo 13 (1995)
1,Da name looks like poop eye and it's a cartoom!. RECOMMEND King Creole (1958)
1,I like to hear music. RECOMMEND My Fair Lady (1964)
1,I wike moobies from the dizney lad mister block buster. RECOMMEND Popeye (1980)
1,hit me. RECOMMEND Back to the Future Part III (1990)
1,I like western, drama, comedy drama, horror and crime drama.. RECOMMEND McLintock! (1963)
1,I would prefer suburban living.. RECOMMEND Please Don't Eat the Daisies (1960)
1,I accept it because it is a comedy Western.. RECOMMEND Front of the Class (2008)
1,I would prefer action comedy. RECOMMEND Wasabi (2001)
1,The movie is about suburban living.. RECOMMEND Schindler's List (1993)
1,I would say 90s. RECOMMEND Armageddon (1998)
1,I don't like horror. Do you know any comedies?. RECOMMEND American Pie (1999)
0,I like thrillers like primal fear and face/off. RECOMMEND Sorority Row (2009)
1,I love an epic war movie and this one received critical acclaim... RECOMMEND Braveheart (1995)
1,It's a war movie that features Mel Gibson. He's one of my favorite actors.. RECOMMEND Schindler's List (1993)
1,The one during the Vietnam war seems like it would be more graphic.. RECOMMEND Full Metal Jacket (1987)
1,I like Drama, comedy, sex comedy and war films. RECOMMEND American Pie (1999)
1,Yes I do. RECOMMEND When Harry Met Sally... (1989)
1,Ok!. RECOMMEND As Good as It Gets (1997)
1,Ok. RECOMMEND Young Frankenstein (1974)
1,sounds right up my alley. RECOMMEND Jurassic Park (1993)
1,I like American comedies. RECOMMEND Frankie Starlight (1995)
1,I like movies directed by Wes Anderson and John Cameron. I like actors like Anna Paquin and Jeff Daniels and Bill Murray. RECOMMEND High Fidelity (2000)
1,It sounds good. RECOMMEND True Stories (1986)
